id,activity,time_min,time_max,time_average,x_min,y_min,z_min,x_std,y_std,z_std,x_var,y_var,z_var,x_median,y_median,z_median,x_mean,y_mean,z_mean,x_max,y_max,z_max,label,final_label
3,Standing,102540000000000.0,102681000000000.0,102610294617563.72,-3.45,8.12,-0.84,0.1256223501650527,0.07380927047851253,0.17504067978752724,0.015780974860991108,0.00544780840857022,0.03063923958047965,-1.08,9.43,-0.42,-1.0700531161473088,9.41423866855524,-0.381320821529745,-0.31,10.08,2.91,5,3
4,Walking,2600180000000.0,2904090000000.0,2752125227833.5254,-17.05,-6.28,-12.83,4.714030820839528,4.0932882451762165,4.339590894786499,22.222086579825,16.755008658097793,18.8320491341139,2.68,9.72,-1.73,2.1446504359269616,10.153574601085703,-0.9055930251686132,14.25,19.57,15.51,0,1
4,Jogging,2988310000000.0,3033010000000.0,3010649284916.201,-8.43,-12.26,-19.3,8.557922664507789,9.179301204763695,5.8574156086868125,73.23804033169608,84.25957060777623,34.309317612887895,3.95,3.76,-1.8,5.887296089385475,5.628759776536312,-2.1202458100558657,19.57,19.57,15.7,1,2
4,Sitting,3618170000000.0,3680940000000.0,3649559801113.762,-10.31,-7.01,-10.8,0.595684061893235,1.1163423489943836,0.8158462376617813,0.3548395015936234,1.2462202401582982,0.6656050835068839,-7.21,-0.65,-6.74,-7.011256961018299,-0.9750517104216389,-6.812919649960223,-1.57,0.93,-3.06,2,3
4,Upstairs,3433090000000.0,3573790000000.0,3533660849673.2026,-13.67,-2.6,-12.41,2.6576667413037627,3.5873898054121565,3.1814744049555244,7.06319250783216,12.869365615975076,10.121779389387106,-1.92,9.66,-0.99,-2.058111837327524,9.350610021786492,-1.234633260711692,10.34,19.27,12.64,3,1
4,Downstairs,0.0,3492830000000.0,3409958105501.9854,-16.09,-3.68,-16.7,4.147460899943735,3.837748861080624,3.750551859022896,17.2014319165621,14.728316320725625,14.066639247220099,-2.26,9.58,-1.76,-2.41954622802042,9.543199092456039,-1.7514577424844011,14.41,19.57,15.13,4,1
5,Walking,1202310000000.0,1906500000000.0,1554484573712.9802,-8.05,-3.91,-7.7772183,2.5962434027971284,4.231367023578493,3.1159578425528114,6.740479806567612,17.904466888227514,9.709193276566369,3.06,9.15,0.84446156,3.0944798890429963,9.187916292730684,1.5621139818214895,12.95,19.57,14.709975,0,1
5,Jogging,1945940000000.0,2266140000000.0,2106031022638.564,-12.22,-11.8,-12.789507,5.405739938952544,7.6000866620920355,5.162815354679103,29.222024287586645,57.76131727130926,26.654662386510314,3.49,7.59,1.7297841,3.985245901639344,7.681530054644807,1.7980283787494142,19.11,19.57,14.601013,1,2
5,Sitting,3041170000000.0,3124340000000.0,3082745108173.0767,1.76,0.08,2.4516625,0.24188447874035904,0.1870760204817536,0.19303034555044013,0.0585081010554952,0.0349974374392895,0.037260714303322326,4.25,3.02,8.049625,4.263792067307692,3.041442307692308,8.04557356219952,9.53,6.89,9.425281,2,3
5,Upstairs,2427750000000.0,2893400000000.0,2673398464718.04,-6.09,-1.38,-7.654635400000001,2.135584769196658,3.348892760539003,2.3218368859817673,4.560722306424743,11.215082721590543,5.390926525105509,0.5,9.19,1.2258313,0.6037437260112194,9.536350752878654,1.799985052664895,10.31,19.27,13.143636,3,1
5,Downstairs,2579320000000.0,2995870000000.0,2787348573605.608,-13.17,-1.12,-8.471855999999999,3.1190867757855347,4.166937862245291,2.6934160284908466,9.728702314880204,17.36337114781335,7.254489902531406,0.38,8.62,1.9477097,0.34039317281316683,9.1230356598598,2.3761591217964035,13.02,19.57,14.09706,4,1
5,Standing,3147190000000.0,3222890000000.0,3185040726072.6074,-6.66,6.32,-2.2201166000000003,0.5604782403355368,0.2872196252996767,0.5100661956249314,0.31413585788961984,0.08249511315728668,0.2601675239192908,-1.42,9.72,0.9942854,-1.3294191419141916,9.742607260726073,1.033663027648845,3.06,12.41,4.2086873,5,3
6,Walking,0.0,3871340000000.0,3522513373659.166,-13.4,-6.59,-10.269742,4.8767208007146365,4.3541658160836505,3.809168654965089,23.782405768122807,18.9587599539514,14.509765841968546,2.22,8.77,-1.3075534,3.0101766271473505,9.183840632309057,-0.2681085092976853,19.57,19.57,18.305748,0,1
6,Jogging,0.0,3211030000000.0,2704492752580.809,-19.61,-19.61,-19.6133,8.505918900279546,7.745806665256209,6.327692394277501,72.35065633813281,59.99752089552752,40.039691036597326,1.84,4.25,-0.88532263,3.655995092232189,4.814285835166695,-0.2832635865254696,19.57,19.57,19.041246,1,2
6,Sitting,58826400000000.0,58910300000000.0,58868347647409.17,5.94,2.22,5.63,0.07217229808224039,0.13853592850523602,0.0744414877309455,0.00520884061047176,0.019192203486807863,0.00554153509559651,6.44,2.49,6.51,6.426075044669446,2.4884216795711738,6.499452054794519,7.06,4.33,6.7,2,3
6,Upstairs,0.0,4141650000000.0,4052626338535.4136,-7.82,0.0,-8.308413,2.98228722061607,3.6695304211305886,2.4631174010480392,8.894037066249924,13.465453511602838,6.066947331345647,1.95,9.11,-0.42223078,2.4939795918367347,9.536188475390157,0.02382334503601443,19.19,19.57,11.563675,3,1
6,Downstairs,0.0,4131520000000.0,4057792449406.839,-6.32,-0.27,-6.701211,2.7160004775611593,3.768546782435845,2.129105305385557,7.376658594112443,14.201944851407564,4.533089401420924,1.8,9.58,-0.3405087,2.1560293091416605,9.524473133286813,-0.037363287511514284,14.44,19.57,11.645397,4,1
6,Standing,58933800000000.0,58969200000000.0,58951474330042.31,-3.76,8.35,-1.95,1.103953707010938,0.32284768668834035,1.2944862127789487,1.2187137872231917,0.10423062880001277,1.6756945550747857,0.53,9.58,1.99,0.3306911142454161,9.631509167842033,1.4685190409026798,2.91,11.99,3.15,5,3
7,Walking,207783000000000.0,208560000000000.0,208170000906371.75,-16.4,-7.74,-8.2,6.269049797117728,4.278608460281577,3.410305128746255,39.300985358741826,18.306490356393077,11.630181071153011,6.4,5.75,-1.12,6.7486495060273715,6.704169310251065,-0.2169980966192332,19.91,20.04,16.74,0,1
7,Jogging,207408000000000.0,208254000000000.0,207774074049874.8,-19.27,-19.15,-19.8,8.726379630857728,8.306986369837412,6.023172994238049,76.14970146184864,69.00602254866456,36.27861291851855,-2.64,6.21,-1.18,-3.9243275617989752,6.910818904497441,-0.2294021561581183,19.91,20.04,19.38,1,2
7,Sitting,209271061402000.0,209397361451000.0,209334156772236.84,-7.78,-4.59,5.79,0.3114177491290821,0.17570062860696625,0.23960561494672056,0.0969810144726239,0.030870710892883086,0.057410850713996125,-6.55,-3.34,6.74,-6.4703954132068,-3.3694226967180705,6.790474495848161,-4.52,-2.41,7.86,2,3
7,Upstairs,208710000000000.0,209072000000000.0,208894169675090.25,-18.2,-3.45,-12.98,7.672897190949375,3.6415525724425484,2.9310354090362054,58.87335130287883,13.260905137862938,8.590968569024037,6.09,5.67,-0.99,4.1032574284920855,6.155692863093585,-0.8129880588725353,19.89,19.46,17.01,3,1
7,Downstairs,208772000000000.0,209113000000000.0,208948726628267.6,-7.21,-8.39,-9.81,5.157739680519878,5.033377353292677,2.8109440685354006,26.602278612009286,25.33488758063959,7.901406556434353,7.08,4.71,-1.12,7.604816127603012,5.223447053610988,-0.7900620292423571,19.91,20.04,13.4,4,1
7,Standing,209133000000000.0,209251461488000.0,209192386344981.38,-9.7,4.1,-1.99,0.32479849113030895,0.4199686786655067,0.5440941171295339,0.1054940598405254,0.1763736910600516,0.29603840829496714,-8.01,5.56,-0.76,-8.028262156448205,5.571780126849895,-0.7013488372093023,-6.17,8.05,2.18,5,3
8,Walking,110041000000000.0,111451000000000.0,110669624970773.9,-14.67,-5.09,-12.91,5.080109255372197,4.500444714997059,4.227729831779131,25.807510046518264,20.25400263274496,17.873699530515196,1.95,7.89,-0.89,2.706980944587328,8.124233107318213,-0.124731704465747,19.91,20.04,19.0,0,1
8,Jogging,110821000000000.0,111738000000000.0,111277800252108.98,-19.27,-19.15,-19.72,11.255680128301536,9.061297509094787,6.7723329891389765,126.69033515064214,82.10711254832734,45.86449411578005,-0.31,0.15,-1.54,-0.3742276738097549,0.2802608358382624,-1.7243692427033843,19.91,20.04,17.97,1,2
8,Sitting,112425000000000.0,112560000000000.0,112492371248610.6,-3.72,-2.26,8.47,0.2837669366517748,0.16543347066748862,0.0534829469464537,0.08052367433673235,0.027368233217090813,0.002860425614077181,-0.8,-1.53,9.49,-0.8742793627269358,-1.5574027417562062,9.495131530196367,-0.08,0.46,10.0,2,3
8,Upstairs,111845000000000.0,112281000000000.0,112059216483269.7,-10.04,-13.59,-12.57,3.700083598156821,4.720182259849202,3.2656557758756897,13.69061863334913,22.28012056619512,10.664507646510252,1.18,8.96,0.95,1.4770963395463732,8.647841904334156,1.2508286548394345,18.54,20.04,18.35,3,1
8,Downstairs,0.0,112226000000000.0,112031491332934.84,-15.64,-3.98,-10.34,5.329028156049968,4.5030606928357,2.8555035342786734,28.398541087973317,20.277555603361925,8.153900434277991,1.31,7.1,1.53,2.2569336521219365,7.701685594739988,1.6589001793185894,19.7,19.99,16.78,4,1
8,Standing,112578000000000.0,112742000000000.0,112660001529519.72,-10.99,3.68,-2.26,1.026115775093142,0.7717894349066929,0.8923631543394746,1.0529135838949997,0.5956589318335925,0.7963119992226969,-6.36,7.35,1.33,-6.279951055368613,7.343652493117161,0.9970480269195472,-3.02,9.89,3.72,5,3
9,Walking,7145890000000.0,9614590000000.0,8342522021976.321,-14.48,-4.99,-12.98,5.425324339033465,4.636060947010538,3.5720791699607517,29.434144183708916,21.493061104396247,12.759749596467488,3.49,5.48,0.19,4.481312388764219,6.6746390157084265,0.7783633831153758,19.34,19.57,18.35,0,1
10,Walking,0.0,4395680000000.0,3881670805487.431,-14.98,-6.63,-14.48,4.709101632678767,4.958424014727262,5.398413982030448,22.175638186897817,24.585968709824012,29.142873521381826,-2.14,11.22,-1.73,-1.4882518393623545,10.3628548436542,-0.14574110974862048,18.05,19.57,19.23,0,1
10,Jogging,3746810000000.0,4739630000000.0,4245830638033.764,-19.61,-18.96,-19.57,8.388578422924809,9.964002220030212,6.208651875970394,70.36824795755965,99.28134024076698,38.54735811699069,-3.26,8.66,-2.3,-2.776617841774247,7.905336809003642,-1.6322351870241645,17.05,19.57,19.0,1,2
10,Upstairs,0.0,5383210000000.0,5141058040037.244,-15.89,-10.72,-15.01,2.9807445600320626,4.6045860963233585,3.5107475066733813,8.884838132160734,21.202213118454395,12.325348055613365,-1.69,9.66,0.325,-1.839094506517691,9.863007448789572,0.7225162942271881,11.75,19.57,18.39,3,1
10,Downstairs,0.0,5456450000000.0,5212340561264.822,-14.71,-2.22,-13.21,3.574959125430325,4.193160527713584,4.211064343834345,12.78033274849756,17.582595211175267,17.733062907912988,-0.8,9.7,0.38,-0.6536785243741765,10.020266139657444,1.134540184453228,15.94,19.57,18.24,4,1
10,Standing,0.0,5575780000000.0,5530978849397.591,-3.64,0.0,-2.3,0.3503003484717809,0.3248045341362552,1.0949480824330189,0.12271033413945112,0.10549798539546976,1.1989113032237448,-0.91,9.81,0.95,-0.9466746987951808,9.829331325301203,0.4315421686746989,1.76,13.57,4.79,5,3
11,Walking,1474120000000.0,2247930000000.0,1828777717910.6936,-19.61,-8.43,-13.947235999999998,5.34554645244254,3.825706048634672,3.415064218314181,28.574866875221023,14.636026770559914,11.662663615209851,0.5,8.62,-0.040861044,0.6362036579337618,8.589327731092437,0.7545277633676059,14.79,19.53,16.780268,0,1
11,Jogging,56598700000000.0,57221400000000.0,56910049686847.6,-19.46,-7.63,-17.92,4.705870123931014,6.987964280092178,3.4702232361525995,22.145213623306493,48.83164477984419,12.04244930873342,-2.11,7.55,-1.57,-2.588528986670949,8.049401798618918,-2.2073004657138267,15.09,19.57,15.21,1,2
11,Upstairs,2323850000000.0,3042390000000.0,2693504929417.122,-15.7,-5.09,-11.073342,6.0225588291201575,4.208607383680661,3.4837931872521777,36.271214850213156,17.712376109971377,12.136814971544686,-0.27,7.31,1.1849703,1.2470127504553734,7.342238160291438,1.548716028976776,19.42,19.57,18.578154,3,1
11,Downstairs,2775010000000.0,3116040000000.0,2950699237097.9805,-10.27,-19.61,-10.800936,3.7258614035833326,9.745772671683524,2.3632782873160965,13.882043198711962,94.98008496813335,5.585084263299702,1.08,5.83,1.0760075,1.6678010471204183,2.9152206432311147,1.4981771265183246,18.43,19.57,12.830367,4,1
12,Walking,16977800000000.0,18004500000000.0,17482170050009.262,-19.57,-17.2,-11.69,6.230320520812942,6.184085129621639,4.779269734044737,38.81689379206284,38.24290889040749,22.84141919075605,-4.52,5.67,0.0,-5.138160770513056,5.592966290053713,0.5498647897758845,15.21,19.57,19.19,0,1
12,Jogging,17342300000000.0,18433600000000.0,17880112718446.6,-18.28,-11.33,-14.44,4.697882911984031,9.029028276963206,5.973333604709526,22.070103854711565,81.52335162620115,35.680714353152105,-1.08,9.92,0.69,-1.034212783171521,8.675064724919094,1.788623786407767,17.01,19.57,19.61,1,2
12,Sitting,18645400000000.0,18759800000000.0,18702599126256.008,7.35,-2.56,2.87,0.08256721551844227,0.1101564208121084,0.18082255648550288,0.006817345078468895,0.01213443704613431,0.032696796933952874,8.16,-2.11,3.98,8.145246832678026,-2.10392747924858,3.9928527741371775,8.88,0.0,4.33,2,3
12,Upstairs,18830600000000.0,19459300000000.0,19078340354182.367,-17.39,-14.44,-14.1,4.23008034245064,6.7691470084056125,4.746736212173644,17.893579703587328,45.82135122140665,22.5315046679606,-1.12,8.73,2.05,-1.3839374529012811,8.317954031650338,2.5075357950263752,15.13,19.57,18.96,3,1
12,Downstairs,18936300000000.0,19545200000000.0,19206528432055.75,-15.6,-4.5900574,-13.44,3.813784404495275,5.480537290175266,4.657947362137425,14.544951483971381,30.03628898900165,21.696473628442998,-1.04,8.47,1.4386886,-1.3332857334996515,8.479454261733798,2.2534560030641115,13.1,19.57244,19.34,4,1
12,Standing,19303100000000.0,19386500000000.0,19344814790419.16,-4.14,7.89,-1.61,0.16401423768553575,0.10115164471026422,0.2099514955730423,0.02690067016356741,0.010231655227591523,0.0440796304933572,-3.26,8.47,-1.12,-3.2419700598802392,8.472850299401198,-1.0872754491017964,-2.11,8.96,0.27,5,3
13,Walking,1047160000000.0,2079830000000.0,1567973060473.6719,-11.26,-3.21,-12.5579605,2.5615468252372557,4.802961581601234,4.58275715098116,6.5615221378830615,23.06843995433742,21.00166310486896,-0.89,9.81,0.19068487,-1.0320863033647578,10.073568636468154,0.6132183929012034,8.5,19.5,18.34661,0,1
13,Jogging,0.0,2517980000000.0,1798182929677.9949,-16.59,-17.12,-18.34661,5.123462614270361,8.983724440002135,8.108879663640954,26.249869159826087,80.70730481389168,65.75392939940983,0.0,5.75,1.920469,0.05054018979641493,6.953894070889772,0.7402922542918322,16.13,19.57,19.15021,1,2
13,Sitting,723702000000.0,782622000000.0,753160692111.9592,4.67,4.33,5.41,0.3059719007164645,0.2411471641256522,0.38848242681493,0.093618804028046,0.05815195476584425,0.15091859594401744,5.56,5.33,6.47,5.596870229007632,5.2565055131467355,6.581840542832909,6.82,6.59,7.27,2,3
13,Upstairs,0.0,3409320000000.0,3085892488141.4404,-14.25,-4.86,-10.310603,1.5814693133097617,3.337012381590001,2.3579773931171606,2.5010451889404495,11.135651634884974,5.560057386451599,-0.84,9.66,1.4573771999999998,-0.9029862009486848,9.422876239758516,1.8716877461207415,11.35,19.5,14.410328,3,1
13,Downstairs,2866040000000.0,3498730000000.0,3166919245460.976,-12.11,-3.45,-10.079058,2.2377210961028045,2.95585219521424,2.2333532188743628,5.0073957039435335,8.73706219995284,4.987866600256479,-0.11,9.3,1.879608,-0.3588493279886819,9.561834473001651,2.00506548650224,12.07,19.42,14.818938,4,1
13,Standing,855462000000.0,938342000000.0,896900550331.525,-7.74,6.55,-1.99,0.3214074504369237,0.23597343231613466,0.39942428617792025,0.10330274919636358,0.05568346075905739,0.15953976038874115,-4.9,8.47,-0.19,-4.894562989752863,8.470271247739602,-0.0993610608800482,-2.41,10.42,3.34,5,3
14,Walking,59189800000000.0,60290600000000.0,59732856050220.07,-12.79,-6.17,-17.67,4.70306897294812,4.067471236675703,4.2361893604472325,22.11885776430729,16.544322261184174,17.945300297566323,0.53,10.0,-2.03,0.9662125694494552,9.97998196118046,-1.4754455588426294,18.89,19.57,17.62,0,1
14,Jogging,59596100000000.0,60667100000000.0,60125770253784.17,-19.61,-16.85,-19.61,9.770395172086005,8.09099649498936,6.97153137473788,95.46062181872149,65.4642242819301,48.60224970895464,4.44,9.08,-1.88,3.585675879207772,8.130957903456585,-0.7558475788839523,19.57,19.57,19.42,1,2
14,Upstairs,57749300000000.0,58401600000000.0,58052000244528.67,-7.16,-13.02,-11.03,3.316131707901737,3.128856845753133,2.5705711779158857,10.996729504151292,9.789745161216246,6.607836180731865,7.27,6.93,-0.91,7.320958552390268,7.021885316053307,-0.4773505318498593,19.57,19.53,14.98,3,1
14,Downstairs,57651500000000.0,58328500000000.0,57894042852173.92,-14.4,-3.21,-19.5,5.957592350789371,4.6076422581628345,5.40938735379941,35.49290661818402,21.23036717920789,29.261471543444987,3.95,9.19,-0.3,4.4927269565217385,9.422973913043476,-0.3334330434782608,19.57,19.57,16.17,4,1
15,Walking,0.0,1597850000000.0,1302734393269.1477,-9.34,-1.69,-8.853226,5.609974535426659,3.9793596223245022,3.221720868404653,31.471814288135548,15.835303003786604,10.379485353914033,4.33,8.62,-1.3075534,4.889069303495534,9.128927053517216,-0.31798768636776825,19.57,19.57,13.102775,0,1
15,Jogging,0.0,958892000000.0,540510808422.53296,-19.61,-19.61,-19.381754,9.34235139463038,8.713145283995527,5.1042490169453565,87.2795295807522,75.91890074001353,26.053358026987638,3.49,2.34,-0.27240697,5.725866083287758,5.446064536291896,-0.33129508240940697,19.57,19.57,16.970953,1,2
15,Upstairs,0.0,2089420000000.0,1975850455426.3567,-17.77,-2.53,-11.032481,3.4315353465179945,4.45386907452635,2.6185455577567303,11.775434834402374,19.836949733022198,6.856780838047508,-3.98,8.5,-0.50395286,-3.968982558139535,8.760852713178293,-0.26892927597868216,16.55,19.57,14.1787815,3,1
15,Downstairs,1887010000000.0,2096970000000.0,1988773456299.6597,-17.86,-1.23,-12.299174,3.525674358896917,4.120944598644523,2.884186038142348,12.430379684983187,16.98218438509747,8.318529102615253,-3.64,8.47,-0.53119355,-3.641628830874007,8.897423382519865,-0.09190256005334847,6.44,19.57,14.601013,4,1
16,Walking,5305050000000.0,5931040000000.0,5618036500279.53,-4.59,-8.31,-15.091345,4.556501466579662,3.7694784344908254,3.074197688741438,20.761705614942613,14.20896766809141,9.4506914294632,8.2,4.56,-0.42223078,8.640606181614888,5.147196709527993,0.009511724602348054,19.57,19.57,13.443283,0,1
16,Sitting,933292000000.0,1082410000000.0,1007845079088.4718,5.24,2.37,8.12,0.05979305954699754,0.03910471635182466,0.04071544243039516,0.0035752099699907936,0.0015291788409566634,0.001657747252302822,5.43,2.56,8.24,5.4603418230563,2.5452949061662204,8.248431635388737,5.75,2.72,8.43,2,3
16,Upstairs,6858860000000.0,6929340000000.0,6894095350815.023,-7.65,-1.33,-11.985906,2.9311375784938503,3.9239640124214614,2.709444560401987,8.591567504058789,15.397493570778732,7.341089825891916,2.49,9.58,-0.9942854,2.727951807228916,9.82305457122608,-0.979719044907158,14.75,19.57,11.454713,3,1
16,Downstairs,6952870000000.0,7160740000000.0,7042457123809.522,-8.58,-3.45,-11.795221000000002,4.714738435737019,4.29714004700925,4.158697247345831,22.228758517415944,18.465412583610657,17.294762795081795,4.63,8.43,-0.38136974,5.208368253968255,9.005784126984127,0.501998449399365,19.0,19.5,17.815414,4,1
16,Standing,58503100000000.0,58602000000000.0,58552560737746.34,0.72,9.85,0.04,0.0675053582882236,0.02459808279051752,0.06218718165937684,0.004556973397621438,0.0006050656769691541,0.003867245562736335,0.99,9.92,0.31,1.0079636179888831,9.924269833249117,0.30795351187468417,1.27,10.04,0.5,5,3
17,Walking,35000800000000.0,58183100000000.0,42200317846440.016,-5.56,1.61,-8.66,2.082901980337517,3.0821885111874217,2.2548451319150766,4.338480659693951,9.499886018495737,5.08432656892112,2.4925237,9.66,-0.38,2.446658210990596,9.733791954975716,-0.3803379274089077,9.466142,19.15,8.349273,0,1
17,Jogging,58231500000000.0,58548300000000.0,58390512892741.06,-9.00305,-10.419566,-9.997335,4.561470562952726,7.717617508883593,3.438735932779578,20.80701369668427,59.5616200134266,11.82490481538943,4.099725,10.079058,0.27240697,3.9585285324759827,8.55298319278512,0.1329176742419646,17.665589999999995,19.57244,12.912089,1,2
17,Upstairs,34334800000000.0,34942000000000.0,34645424872561.08,-5.79,1.65,-9.53,1.6087383865437448,2.674107558818628,1.5432493734159078,2.588039196339371,7.15085123613092,2.381618628548592,0.11,9.47,-2.26,0.2534839163297592,9.83094392687643,-2.3913482158551593,7.08,19.5,2.45,3,1
17,Downstairs,34436300000000.0,34855900000000.0,34649641252986.46,-7.46,2.72,-10.19,2.0515258059587724,2.883550901328692,1.5354540159632646,4.208758132514791,8.31486580055351,2.3576190351377173,0.23,9.62,-1.12,0.2748871781258296,9.970323865144676,-1.294255375630475,12.11,19.57,7.4,4,1
18,Walking,0.0,19170400000000.0,18655519636884.85,-15.75,-7.46,-17.883516,5.5247167923031535,4.894104070914553,3.2427156157127834,30.522495635156435,23.952254656942397,10.515204564387536,-0.76,10.95,-0.6537767,0.024340659340659338,10.83237060041408,-0.7597438210293042,18.89,19.57,13.021052,0,1
18,Jogging,0.0,18817400000000.0,16641987208138.76,-19.61,-15.94,-16.739407,10.24550971227234,8.329395989765862,5.488991918059004,104.97046926426684,69.37883755432763,30.129032276517076,-3.68,10.69,0.0,-3.6604961641094063,8.920583722481656,-0.10020700520780518,19.57,19.57,18.619015,1,2
18,Sitting,276452000000.0,349743000000.0,313113986366.7349,4.52,1.08,7.89,0.13981094195479474,0.10923083533573988,0.10295786539340317,0.01954709949028699,0.011931375388143522,0.010600322046366123,5.56,1.76,8.39,5.562719836400819,1.7702658486707568,8.399400136332652,6.36,2.41,9.53,2,3
18,Upstairs,0.0,33687100000000.0,33267283958762.89,-6.13,-5.33,-9.888372,3.165120803243627,3.573016927995896,3.388913409573189,10.017989699125582,12.766449967745226,11.48473409758498,2.91,10.0,-0.88532263,3.0898309278350515,9.882313402061856,-0.3935129069707217,18.28,19.57,14.669114000000002,3,1
18,Downstairs,0.0,33601100000000.0,33337353581780.54,-19.15,-1.14,-15.5135765,4.976882532140194,4.30559437375125,3.821539235512396,24.76935973872219,18.538142911278413,14.60416212856067,0.38,9.72,-0.29964766,-0.03614492753623187,10.257652173913042,-0.12641261616811592,14.48,19.57,15.826844,4,1
18,Standing,374642000000.0,472292000000.0,423452997441.1464,-1.73,8.77,-0.23,0.2699003003867841,0.09795667699522877,0.29878477836755263,0.07284617214887627,0.00959551056794758,0.08927234378414753,-0.3,9.92,0.84,-0.32629477993858746,9.93885363357216,0.8393961105424771,1.18,10.73,2.45,5,3
19,Walking,129806921510000.0,130762391603000.0,130395410684144.2,-18.96,-3.41,-8.62,6.3085715121842405,5.0854101417265145,3.401652366881968,39.79807452434254,25.86139630957489,11.57123882511369,-2.3,7.93,-0.69,-0.41109181704687336,8.49951594597662,0.02249687890137329,19.91,19.76,18.54,0,1
19,Jogging,129612111482000.0,130447632570000.0,130164925833323.31,-19.23,-19.42,-18.5,10.461975817409158,9.027452687438467,4.078710417610882,109.45293800405402,81.49490202394,16.635878670727536,-3.3,-0.84,-1.33,-4.3863415838528494,1.5868730325288565,-0.8707129189556199,19.95,19.76,15.83,1,2
19,Sitting,131496891542000.0,131623531465000.0,131560206655900.14,6.4,-2.07,0.76,0.14483938676928398,0.2135450507130046,0.21886778782827845,0.020978447959702242,0.04560148868401971,0.047903108548844296,8.96,-0.76,2.3,8.958224151539069,-0.8135161799526439,2.263685872138911,10.88,1.38,3.34,2,3
19,Upstairs,130916491457000.0,131315761507000.0,131115702388733.64,-19.23,-11.73,-15.6,8.438046158260732,5.068907449751594,3.1427866275173137,71.20062296893872,25.693822734147204,9.877107786101652,-6.02,3.95,-0.5,-4.2383668224299065,4.557011682242991,-0.3083691588785046,19.95,19.76,17.16,3,1
